gid,date,temperature_2m,dewpoint_temperature_2m,surface_pressure,u_component_of_wind_10m,v_component_of_wind_10m,surface_solar_radiation_downwards_hourly,surface_thermal_radiation_downwards_hourly,total_precipitation_hourly
upper_kuparuk,1953-01-01 00:00,253.1909831823522,249.49981909567686,87590.0830818307,-0.15352053047683828,1.9836995094504508,0.0,748516.892420538,3.847269418770061E-5
upper_kuparuk,1953-01-01 01:00,253.938813039318,250.01579012322836,87596.73533962408,-0.16799273409295493,1.9017990597302878,0.0,759097.8863080685,1.7005230657628814E-5
upper_kuparuk,1953-01-01 02:00,254.83773087405928,250.6547121080618,87588.29254851775,-0.15765433556293218,1.7971253336787516,0.0,672464.9990831297,4.418854644945607E-6
upper_kuparuk,1953-01-01 03:00,254.99673450721798,250.8796941482059,87603.00109833435,-0.1277886999265489,1.653123104776322,0.0,620116.2877444988,1.8586147312430125E-6
upper_kuparuk,1953-01-01 04:00,255.0409485087127,250.98733024317363,87634.57432380808,-0.15513521534889427,1.4497608287410224,0.0,642032.6031479219,3.5269299754303652E-6
upper_kuparuk,1953-01-01 05:00,254.83494758139614,250.93716385895004,87654.5530352231,-0.1871576425790204,1.3553118344332595,0.0,641717.675427873,9.559814460703098E-6
upper_kuparuk,1953-01-01 06:00,254.69649324673605,250.88131393022232,87656.7438970813,-0.12891157332142875,1.3858004618973485,0.0,685310.9645476774,1.811783551295404E-5
upper_kuparuk,1953-01-01 07:00,254.3819592016542,250.97722254522276,87774.56499274145,-0.05281879966008344,1.5269519460813343,0.0,696596.5140586797,2.5874395424404476E-5
upper_kuparuk,1953-01-01 08:00,254.6198594296183,251.2425750881652,87810.03625458437,-0.029443829450164275,1.4600698382463897,0.0,718468.3863080685,4.5697685230915005E-5
upper_kuparuk,1953-01-01 09:00,254.7469636128993,251.57900109326056,87816.8239608802,-0.06196266398161724,1.4023178212508598,0.0,716095.3264058682,3.451299295740199E-5
upper_kuparuk,1953-01-01 10:00,254.81522236942956,251.91345837879882,87837.52036216384,-0.07463268196087304,1.347625219443025,0.0,674341.0036674816,1.5577096446510632E-5
upper_kuparuk,1953-01-01 11:00,254.49625357555587,252.00129214708852,87884.66000343829,-0.053038405905725915,1.2663006024722074,0.0,603599.4657701711,5.065766333950761E-6
upper_kuparuk,1953-01-01 12:00,253.95109080568795,251.69955130952496,87876.82634856357,-0.02598434438915299,1.2471618838881513,0.0,644023.2310513449,2.4160374784819364E-6
upper_kuparuk,1953-01-01 13:00,252.94236042796837,250.62055320086864,87891.85571706908,-0.08682509331365089,1.4671017336670522,0.0,650878.9058679708,2.706564580315774E-6
upper_kuparuk,1953-01-01 14:00,251.90886238676416,249.64529318214923,87892.99029645478,-0.1950370280258813,1.6247468589279064,0.0,689644.6479217605,1.723525139405267E-6
upper_kuparuk,1953-01-01 15:00,250.81821007017405,248.63030968551823,87880.11970889365,-0.33116502458716957,1.7315459123159098,0.0,663257.1051344743,1.8739576444649172E-6
upper_kuparuk,1953-01-01 16:00,249.48967718670013,247.28944721548368,87884.8488787439,-0.4291015289232026,1.8195437405686505,0.0,699726.2322738387,2.583548025863387E-6
upper_kuparuk,1953-01-01 17:00,248.4887275975608,246.16854556207264,87904.37526742055,-0.4316084285820026,1.9481890988524795,0.0,730170.1051344743,3.2590369723536857E-6
upper_kuparuk,1953-01-01 18:00,248.07720492113486,245.71096577912505,87907.8982655868,-0.3815574459458331,2.0158036938506414,0.0,710219.7628361857,3.695688358437461E-6
upper_kuparuk,1953-01-01 19:00,246.51876275172154,243.94688482680942,87944.20741327935,-0.1805778820532167,2.3672025792464653,0.0,684890.3667481664,6.219813905310223E-6
upper_kuparuk,1953-01-01 20:00,245.70548470270955,242.99309776697885,87944.57158274757,-0.2897246530994518,2.483090463652296,0.0,660598.1687041564,4.664937849441193E-6
upper_kuparuk,1953-01-01 21:00,245.4188048122565,242.6582770685695,87945.48442275367,-0.3811868513708885,2.504544628861481,0.0,657382.7677261615,4.3324852922434915E-6
upper_kuparuk,1953-01-01 22:00,245.39954698931035,242.60987682389168,87948.2113386308,-0.40112166882727146,2.4208905236353795,0.0,672756.7163814182,4.759110171215601E-6
upper_kuparuk,1953-01-01 23:00,245.21284510978572,242.4198915812672,87941.22666755808,-0.33603166426306547,2.3264245543911284,0.0,656732.08801956,3.756852353699132E-6
upper_kuparuk,1953-01-02 00:00,245.2915387888118,242.5846712070456,87954.42539922066,-0.2616589180123252,2.213478806549296,0.0,638455.7701711492,3.7006797009400465E-6
upper_kuparuk,1953-01-02 01:00,245.356612301106,242.7344227909751,87975.6987603148,-0.23506420807033998,2.1371781295552523,0.0,627046.2507640588,3.2789545238455233E-6
upper_kuparuk,1953-01-02 02:00,244.88628266201624,242.280807345887,87941.80717069074,-0.2636831885153623,2.160484146080857,0.0,604984.4827322739,3.0111867597458705E-6
upper_kuparuk,1953-01-02 03:00,244.9349706225407,242.30600501622433,87952.63295576102,-0.2759632982659748,2.1354150981949713,0.0,638093.3323655258,2.8159847360076994E-6
upper_kuparuk,1953-01-02 04:00,245.05635813221082,242.36975205848157,87965.33760887837,-0.2663230383017244,2.1017853030365665,0.0,670215.1334046455,2.3613376474613666E-6
upper_kuparuk,1953-01-02 05:00,244.87556323212345,242.26612551812735,87972.72181578545,-0.2497029199576903,2.1553016490050227,0.0,614590.9718826407,2.522035194492574E-6
upper_kuparuk,1953-01-02 06:00,244.49934618513862,241.83651871436388,87995.3896794774,-0.2641720596910398,2.198245568496966,0.0,629366.6619804401,2.21648852370479E-6
upper_kuparuk,1953-01-02 07:00,244.9372414213521,242.5194549187472,88131.78638829463,-0.3569675133105887,2.5828728221156494,0.0,613860.0922982885,1.0988695551538817E-6
upper_kuparuk,1953-01-02 08:00,244.66094888626512,242.07984823586017,88132.53349442239,-0.3463601483109528,2.57506234138694,0.0,641892.8459657702,9.520985823680255E-7
upper_kuparuk,1953-01-02 09:00,244.62532293417638,242.16787290689706,88159.41148380196,-0.3375472812605953,2.5726451454069337,0.0,596616.4767726163,8.715721972122752E-7
upper_kuparuk,1953-01-02 10:00,245.4847056568397,243.21765062103646,88226.65543818766,-0.29580515929131174,2.4144026119726507,0.0,595368.3960880196,1.3460064863961848E-6
upper_kuparuk,1953-01-02 11:00,246.25485904758892,244.0783455622517,88271.12221118584,-0.24940570001205783,2.2366758570402934,0.0,581047.2469437653,7.8798725989899E-7
upper_kuparuk,1953-01-02 12:00,246.7434437945303,244.54571107897027,88279.3064257335,-0.23211847365922628,2.1337370604349526,0.0,608746.033007335,5.916380357625724E-7
upper_kuparuk,1953-01-02 13:00,247.13171491179904,245.03218115920833,88364.13288890586,-0.21003543135589378,2.162677440783214,0.0,594348.2200488998,5.096998657748868E-7
upper_kuparuk,1953-01-02 14:00,246.6794321671092,244.59954188563717,88366.54209963327,-0.21687934101356565,2.275537957189136,0.0,607155.2518337409,1.1553318401420613E-6
upper_kuparuk,1953-01-02 15:00,245.92188432688818,243.7992949917148,88374.78613042482,-0.22185556463041048,2.440516551141343,0.0,613638.6185819072,1.208852147706272E-6
upper_kuparuk,1953-01-02 16:00,246.05932997724543,243.97708737995927,88391.92459695906,-0.21460344505776405,2.489971443027039,0.0,617492.5647921761,1.4043889010739506E-6
upper_kuparuk,1953-01-02 17:00,246.4918203563737,244.4591454317051,88409.43316396698,-0.20118598891353845,2.472118268094611,0.0,626905.3863080685,4.277616957872013E-7
upper_kuparuk,1953-01-02 18:00,246.8357882324816,244.85212431443642,88427.27752521394,-0.1911745887513849,2.4375543104698725,0.0,619798.2224938876,7.631653386981097E-7
upper_kuparuk,1953-01-02 19:00,245.943622617092,244.02971632381528,88567.13332823961,-0.28688618956101847,2.7724986927433526,0.0,599445.1442542787,1.2108195381817433E-6
upper_kuparuk,1953-01-02 20:00,245.63835017197292,243.55451304988352,88566.39660375917,-0.29679295369640246,2.7762079402112145,0.0,637833.9437652812,3.712174361958772E-7
upper_kuparuk,1953-01-02 21:00,244.8973016342499,242.71081763083316,88588.26218673596,-0.2441013751228165,2.8411428642739294,0.0,605529.2860635697,7.470983164817606E-7
upper_kuparuk,1953-01-02 22:00,245.0665526075294,242.9843044887254,88646.27123128057,-0.2220277273276033,2.7961275152005896,0.0,591204.1980440099,7.190083524708644E-7
upper_kuparuk,1953-01-02 23:00,245.26916074869393,243.20034607232057,88692.74322852997,-0.20504409818019728,2.7445433693585017,0.0,603932.4009779951,1.3212120037498566E-6
upper_kuparuk,1953-01-03 00:00,244.98900706843818,242.81545863816098,88701.92421492972,-0.21686692226195395,2.7251870008435986,0.0,610225.8655256723,6.359407546176305E-7
upper_kuparuk,1953-01-03 01:00,245.84106311005314,243.8716469090842,88741.60739799817,-0.20470917895254123,2.6680293677780043,0.0,586743.7489303179,6.531337890910638E-7
upper_kuparuk,1953-01-03 02:00,247.30877607201018,245.57145892378756,88721.3884856357,-0.23755155857151472,2.5602611084730533,0.0,568752.4640892422,5.30693333932998E-7
upper_kuparuk,1953-01-03 03:00,248.2609412979089,246.63254705676243,88737.89910605135,-0.23212082869849174,2.4847293797798438,0.0,564746.5744193154,4.164195986132168E-7
